titulo_encoded
584
2613
3169
18
3710
729
3603
1761
356
2337
2233
878
439
3767
3593
3059
787
916
3184
3373
2526
2471
1788
2870
966
2106
2984
2755
1746
1896
2352
344
3831
1634
3032
1100
3434
1991
842
2120
2788
2058
553
510
3379
2568
2648
3464
2933
137
1794
950
3044
3634
3272
2635
2500
1031
141
3838
44
1754
235
247
3073
254
1950
2335
3486
570
1586
1155
3846
1337
2449
3285
3003
2878
2012
1624
1534
3456
1461
1215
442
2816
1818
2015
1345
3056
1271
2005
1993
3113
605
3750
1683
61
1464
1220
3098
628
3483
2858
948
2258
24
562
721
3299
1877
1189
3813
3083
278
943
564
745
540
1308
2504
2529
407
2756
388
1237
2807
1893
2891
1857
3409
167
2880
2802
2020
3570
2597
3151
99
1184
1977
3791
867
141
661
1989
1674
456
3576
3632
992
2210
2156
1531
767
56
2707
1289
2654
2602
3218
3159
804
914
1466
500
2325
3837
1441
1222
2571
237
1386
255
3314
2447
3077
29
2990
294
3786
1351
810
3097
2760
1264
1973
8
335
1305
782
29
0
2504
3259
1342
1886
438
1120
974
530
1184
2152
1576
1063
1207
2674
2302
2669
209
2057
1532
2189
845
2437
2399
2210
1153
1537
2222
1384
3805
666
3124
126
2822
3774
173
2877
554
1951
3104
1485
2632
3376
657
1691
3626
2754
2970
1743
2088
1029
2533
2181
2033
875
3754
3547
869
1907
1698
2489
2800
1050
3509
627
2908
532
2901
1036
1927
2022
1716
1681
1959
2930
123
2904
1956
2505
512
2231
3411
3687
2044
3094
488
2252
3706
2203
443
2716
1082
820
2995
3569
141
3780
3002
1295
2663
141
2183
512
2993
183
1284
2793
3091
2158
1335
530
1819
2848
3074
3244
996
2803
3835
1139
2618
2799
1396
2374
2794
808
2916
776
110
1772
1139
3516
1874
1299
756
3016
2504
396
1112
2678
1133
1776
3681
2929
416
2386
1747
2415
3784
1622
2288
419
525
146
3160
2807
2541
1971
3110
2610
1139
31
3320
1584
3241
69
3725
3747
262
3539
1298
1516
811
975
3760
2560
3633
2709
157
1662
2135
3790
3511
1554
1139
3167
467
1004
2295
1139
1242
1127
774
1825
3332
341
2514
517
1240
2593
713
906
744
206
1636
95
1084
1658
2607
2527
2062
1755
3597
2659
1983
2026
3727
1745
1889
877
1009
807
2504
1891
3387
2149
78
2608
3088
1160
1707
3231
2083
3041
129
1227
720
103
129
3744
60
3240
2906
3401
3668
2653
501
841
3137
2528
384
2216
550
1428
2578
1998
3045
1943
561
1843
1911
3269
3467
1917
2565
1570
3103
2851
1306
1147
2203
2656
3849
2948
1331
1007
3393
53
2103
2949
1321
1425
1823
2530
3313
2385
126
306
120
3020
3
1861
661
3715
3427
3072
1510
450
2701
904
427
2455
831
178
1131
2009
3700
1022
1036
1545
1368
358
1954
1398
1421
1434
2818
3031
2050
3847
3460
286
1078
1829
1026
129
1387
1767
1667
1336
1170
274
1184
1070
1410
3857
3250
1062
874
2983
3443
2369
1335
2504
2343
2138
480
1206
2944
2694
2429
1277
3577
2409
101
633
1852
843
452
784
3360
259
1966
2967
1371
3351
752
2339
1910
1142
2937
3415
2970
1972
1490
3648
530
888
2130
1491
1283
2305
2191
2975
3268
3453
3115
805
1247
3543
1704
3755
3853
2013
3531
2174
2257
1722
1452
3030
3815
1750
2536
3505
3453
2784
285
2646
2100
3637
2679
2364
1231
289
993
2092
3093
3787
2585
1495
725
2348
3483
2920
839
3145
3440
2338
1646
620
175
2473
1551
1366
3316
1139
3614
1557
826
715
34
2773
892
2308
2395
1775
1068
234
3766
2203
3053
2722
3635
628
2214
2278
65
3193
3154
1244
2339
348
256
821
647
1615
1080
3557
2960
1828
2148
1629
2095
3781
2621
948
3420
3136
421
989
1659
2294
199
1480
732
1412
905
1036
1047
2939
462
1295
2285
2956
1209
2372
1307
1102
426
3643
231
3364
3541
196
514
2713
798
106
1340
3548
1236
2085
1139
1536
1125
2199
3365
2917
1276
757
3579
3768
3195
359
2572
3474
1135
1830
1988
2988
2097
3397
824
3167
3483
2856
969
1136
3359
391
1620
11
3171
3483
3592
871
2982
1202
818
24
999
129
455
609
1617
618
41
128
403
1978
2101
1046
640
1150
839
631
271
2710
1869
1267
1342
1761
297
592
1246
1348
3345
3319
1332
1067
2486
2298
693
20
1905
2520
1084
2162
3008
2583
2493
1500
2740
1935
2469
3517
2395
956
1452
1287
3328
2431
2064
2905
233
3827
3759
839
1029
381
1281
3307
2576
3604
1443
1005
696
3274
1732
794
3451
179
3364
3699
2374
1704
2547
265
106
363
3499
1411
2552
453
2961
75
2991
2329
1822
2821
879
2351
743
3288
3789
2008
1095
2227
465
2971
1052
459
2557
2378
3856
691
1930
3479
522
457
2766
2463
1392
3590
2561
2586
661
2374
383
2244
2738
2032
3354
1713
1424
188
2511
3364
1685
3382
2458
46
1278
3582
2588
150
2911
530
382
2388
1250
2586
2551
92
2137
3264
1462
2569
197
1018
1084
134
2787
953
303
359
1353
1345
2487
760
2538
2207
1562
3235
2751
2164
2976
766
500
3221
1580
3105
607
973
997
1374
30
3513
1784
3610
3239
1550
1526
1944
2070
10
508
3394
317
2120
1100
3107
3463
2680
114
705
2182
3641
3688
633
3634
2778
367
3339
441
2575
2611
1183
724
2761
3137
2470
1608
514
3772
2837
494
661
2300
1834
1902
1447
1174
3594
2774
2553
117
1222
29
389
1724
1010
899
2518
3086
1163
851
1060
1087
1447
3356
859
3811
1354
2251
3449
3019
1677
2746
1373
3731
1942
2398
413
772
112
2261
2218
1812
129
259
2806
2353
1286
3394
3321
2088
1543
3273
1974
3286
3148
2260
1522
3500
53
321
902
1640
2499
2396
1610
3222
1949
3334
2279
3374
1036
1800
511
2000
3659
2060
692
2704
1883
2242
2136
1693
1361
3265
1577
1483
2338
3350
1309
521
3553
1997
3810
3194
3530
2365
725
3707
332
748
1233
2888
1027
899
1799
483
3180
1194
1040
698
2201
204
187
2686
1607
106
2767
2715
1612
2496
302
2197
3426
907
2517
3352
2308
3166
2256
2534
3101
471
491
928
569
6
2748
2752
2860
144
2753
2605
2833
3789
1591
3323
2885
2282
1342
444
1538
726
2655
1460
53
1809
574
265
2907
3649
3295
118
2989
567
2548
2859
1096
2344
1184
1241
215
599
661
1036
2604
2650
2160
2146
2089
629
3822
194
3080
1598
3741
1587
1672
2247
1851
709
543
2490
1609
3330
688
3824
1654
154
626
3029
2731
3841
102
1367
3007
1582
1072
699
2974
1515
2572
3264
887
615
23
545
1888
1748
2711
1091
3233
3128
2756
1210
633
2334
3805
2480
1292
1797
2691
2420
2657
3003
703
1993
1279
2468
2096
59
1498
3363
216
2686
2698
1786
434
1033
1489
2147
364
2489
3385
1565
1092
2694
3735
3607
316
3587
2059
2169
2973
155
2440
922
689
737
994
478
2139
2204
1663
1143
3102
3372
1036
2964
3671
2011
2809
1061
964
2700
3206
889
1401
1666
108
1953
2297
3291
2271
1787
801
3808
22
1720
1540
50
2293
2812
1219
2808
3559
1053
261
2245
1338
2689
3338
711
2203
1377
3845
504
2567
3753
1814
1849
1599
1924
205
2550
3000
1356
3279
2265
1291
2205
186
3483
1544
2411
3695
52
1548
1447
629
1017
2513
952
624
3050
2735
1940
1437
1992
603
877
3583
2504
3278
1429
3621
1380
445
1389
1656
2862
1868
3628
1626
227
491
1883
460
1882
751
1169
124
1963
677
2631
3627
2757
3015
3058
1076
1099
3388
3399
1243
3658
1578
13
1130
1228
1781
2413
614
2675
820
3502
2318
1589
422
3289
1330
3060
462
2902
1108
740
3208
1482
2493
1614
3854
491
2455
3451
3036
2170
1880
1248
819
371
1858
2563
969
509
520
2647
1113
3671
982
310
2174
193
2107
281
2895
3176
1014
2214
164
730
3248
1249
878
1036
3762
1335
2128
148
965
612
1184
305
2431
1439
3258
219
3073
546
1579
595
513
3297
2558
924
202
2892
1571
2985
1083
3157
3711
2737
1588
1726
