proximo_encoded
497
2342
2238
932
612
2573
966
991
142
429
1569
3140
1131
1085
810
1592
601
3393
2747
2924
1248
3589
1199
221
1317
1201
2469
985
1691
314
2790
2201
1241
1024
548
1292
1660
3147
618
3557
1749
1637
826
473
3679
2729
1089
1332
3499
1887
1397
3704
1851
2463
351
3030
1490
1821
2969
929
1294
420
2755
1760
2825
101
1657
138
1645
1791
547
47
1199
690
1595
3228
1257
2449
3813
1839
2681
2064
1021
943
2101
3071
2582
3116
3139
2966
2963
1929
1898
3541
1625
2113
1429
25
2942
3785
165
530
627
3181
3806
2515
1661
3534
2179
386
1345
3013
3437
1410
3360
2831
644
3278
3358
1484
902
1381
1470
3690
837
454
2774
123
876
1573
2192
253
1968
21
126
2840
2947
338
682
543
2131
1870
509
1380
2297
3704
417
3369
3387
2271
1301
1724
1161
3755
849
2271
94
399
2045
2120
3667
372
59
1429
3466
1799
715
863
3116
4
3603
996
99
549
1090
106
2412
2613
3668
3632
3215
2342
7
980
3067
1025
964
1485
1861
1930
1414
3810
129
1165
3094
916
1456
1740
3251
55
440
242
3249
3648
657
168
2939
1219
2443
2120
30
1219
2520
3578
1547
487
3171
2598
2810
136
3715
2904
3717
3215
3147
1165
2563
709
1297
104
3569
3495
1919
647
2315
2850
508
1732
647
3257
351
117
630
2715
1578
3665
1108
126
235
1502
498
2398
3283
2168
3593
3070
2713
2488
1977
796
675
865
2295
1122
487
3056
1224
1928
3684
2462
441
3208
3148
2504
1934
463
3639
544
2134
1375
2394
1394
494
472
3469
2366
28
3144
1621
2894
1803
3619
1521
2066
2623
969
3113
2663
3024
2230
1382
1780
336
2760
45
1562
832
13
3196
3553
114
1444
540
2119
1554
527
846
1976
2035
2146
2168
495
3388
2283
1111
1330
2959
2914
1899
2141
889
1192
2433
3383
470
3366
2743
896
1559
918
1461
3279
845
1030
3803
1309
2319
3463
2139
945
1074
518
1606
3368
2322
3762
2724
2329
581
3401
1282
384
1443
3344
2337
466
2746
2595
3664
2414
2056
605
1024
2674
943
2132
954
989
84
2199
226
339
2800
494
1603
1392
3288
30
1122
2381
3586
2638
1237
3420
1326
1347
3585
3453
2448
1705
2489
2748
3547
1882
2665
1378
3597
2864
1251
2991
218
1228
502
378
749
1566
3465
617
2420
1393
1087
210
3778
3450
3093
341
641
2421
2189
414
1779
3535
54
591
348
1844
359
1992
1924
854
244
1319
2209
494
1374
20
422
2087
1399
678
3117
1148
1059
3614
1313
230
2553
3738
273
1991
669
2914
981
897
3177
3038
2225
2174
3256
2432
1936
1970
493
2410
2006
959
3681
2683
2452
1576
3491
668
3642
3554
1909
1877
2146
2752
2802
65
2918
3082
2403
1031
768
3217
1736
321
2163
1234
2963
2389
462
307
2148
1937
1759
830
1122
3259
1207
72
3733
3465
3083
8
3175
3320
3585
213
1471
1701
1121
2158
1454
1326
1743
3590
882
2968
2652
3558
3574
2607
358
1770
3765
1544
2095
2417
2344
448
1941
700
3364
1442
765
3109
3376
924
2982
1028
3281
3764
2069
2525
610
3536
2134
3569
2509
790
1819
376
3651
337
2171
1455
2491
16
1360
3510
3147
2470
636
3633
67
1905
3687
64
2688
1267
605
3612
3462
1790
3753
3225
1574
1188
2541
3343
1703
1527
1038
2705
3446
3286
3464
1685
2857
1683
2853
425
2483
2679
3725
3811
1648
2218
873
604
3309
2513
1326
1211
829
769
901
3452
3416
2913
386
1085
2847
976
1555
669
2694
126
2641
3641
3666
641
1956
692
2875
1597
350
281
2730
2912
717
2017
149
2405
855
3087
3176
1382
3501
3105
556
3255
2427
2724
2408
3626
1263
608
757
2119
752
1756
2775
1758
2566
781
1070
1298
122
1872
3097
701
1652
907
1183
3248
739
1267
2647
1663
1039
170
2156
3169
1630
3066
673
1081
753
886
1319
1127
2706
2181
3361
2528
3167
3007
558
87
2476
3670
164
629
1024
2543
2536
3493
2690
1917
3586
3588
1256
2959
3019
1170
934
1829
138
562
2863
3347
829
2978
3046
3374
3782
903
2490
1855
3032
1520
54
137
2438
3662
3258
3533
1274
2813
2097
3746
1805
3025
1064
788
838
1712
3080
2302
2216
1979
2837
2379
3295
415
1788
431
2579
3748
2401
901
1211
1376
1083
196
771
3411
2316
3076
1793
2966
1093
2330
0
3297
1280
1355
2437
2152
2667
822
2614
790
108
201
52
2109
744
689
1103
1300
17
2277
3808
424
1084
443
2771
3147
585
801
2994
126
3509
2070
1585
2290
2365
45
1024
1368
3689
2932
3006
30
647
1218
3615
381
1752
2922
608
3471
29
3791
1492
3776
3365
1435
3741
3622
2868
3296
1675
2612
105
211
626
1745
2855
3716
2482
772
1432
2848
906
3146
2348
1552
179
514
1644
1600
2346
1770
2063
1422
714
1553
566
3155
3390
537
811
1348
2306
2296
1589
3021
575
1847
3264
2038
895
489
199
1423
846
1390
3055
1938
2709
3566
839
3250
1103
3640
2415
1501
3267
1952
937
3727
3591
351
3718
1359
3694
192
373
3408
1583
400
3443
35
3433
389
1763
1761
1947
192
1441
1704
915
3801
1170
2077
3268
3172
1880
3111
1966
2089
3698
2719
2618
1045
676
2084
343
2176
1684
645
1502
1434
2219
1236
3461
3047
2985
862
2922
1085
2859
2014
1214
1420
1197
728
1585
803
2735
997
2824
957
2818
1034
1136
582
740
3797
3133
2339
1024
3069
3694
430
2546
2431
921
190
2917
357
58
526
2976
2785
2798
2204
1011
1351
3497
1957
1908
1451
1811
3095
495
116
998
2460
133
2795
1024
2347
1670
1473
1122
723
3405
2087
2400
3785
3682
3454
1385
571
894
3118
2256
1688
2963
2122
2773
1352
2653
1163
2954
925
2139
935
158
1563
3550
2859
2391
3406
1715
377
3263
2168
2911
2987
2228
1654
36
3045
2258
2602
1269
3036
306
279
506
2046
1491
1188
2844
1280
3037
3391
2950
829
1321
3434
2757
3606
2474
2402
3430
1325
3652
270
2846
2708
3676
1024
940
2741
3745
957
911
3587
2083
3305
44
1518
130
3805
1613
2023
3641
698
2751
1849
1889
3545
648
2237
3005
3706
2195
780
2797
1040
438
3449
2539
2617
1478
2529
3770
1114
2473
2955
3620
1504
686
2371
3179
1272
104
2247
3022
2819
712
2325
3103
1727
2457
877
522
3345
3629
816
1622
202
3
189
536
860
586
863
2331
3338
3366
139
174
3333
29
537
2280
3022
131
3613
766
2633
1538
1523
1205
1267
2442
1194
2574
351
3412
3357
878
534
3134
450
1935
2871
2956
687
2635
3398
92
1575
2342
1836
1832
1317
2349
776
69
2105
2511
2787
1726
3494
3522
1458
1402
3235
1856
1783
1772
3193
3159
3141
1912
1648
1324
282
3458
2782
2242
177
829
1687
1611
9
898
953
2725
313
1899
3332
3306
2707
3771
1728
2328
746
2040
252
1688
2655
934
3241
1891
704
295
3540
720
597
1922
2551
3582
1339
1984
452
2710
3197
152
3423
3098
2117
3209
984
2922
1242
1326
1066
3420
2502
761
2093
218
2465
2963
1367
3429
2146
2411
826
979
2642
148
2794
2222
248
2853
1024
2116
3267
3081
1144
3438
1587
56
1516
2471
166
3156
3740
3701
3403
1196
2512
3674
2071
1483
2059
1528
3579
3466
1366
1744
1915
2699
3173
2015
789
1141
2399
3254
1081
1174
2806
2996
334
508
1398
1640
383
2448
3000
1317
3011
718
2177
503
1815
1700
2898
2527
2302
537
3132
3204
1418
1464
2660
1720
1436
1124
2516
2861
537
1598
955
2747
1993
522
89
716
2769
1099
455
3246
71
580
3552
30
2697
2739
2464
3110
519
371
1963
2921
1431
3704
288
1627
292
2722
1255
557
2396
751
1951
1024
415
637
1039
2666
2548
884
2080
3282
3645
2851
1902
3073
2562
1988
3083
1708
1228
1863
2501
2984
863
1719
1980
460
3439
2249
942
2448
174
408
3428
1203
2990
512
2067
3142
2005
2599
3417
371
2429
2832
2497
1480
3083
1186
2864
2276
699
2460
1173
2257
634
934
1614
1194
1326
2677
80
936
1310
939
2029
138
3661
1803
2858
2068
2728
2734
3261
1645
2654
2588
2581
1024
3422
218
1438
742
1824
596
2170
3200
3284
3386
2079
2852
1002
2144
2203
972
2538
3450
1460
2930
2985
628
3794
3466
409
3600
539
236
138
1828
1633
2986
3320
2944
2826
278
3348
1864
3075
793
169
2287
2197
2162
3041
86
2584
2736
1254
238
1235
2767
2340
2653
138
219
3468
3329
2127
3743
593
2937
3789
572
2261
2232
583
3115
3336
1345
1804
879
260
3646
1890
2676
3260
2164
3269
1568
1100
3573
3245
446
1555
1378
1821
3154
3058
452
754
1586
661
1271
218
2912
57
1925
2962
1361
46
3143
565
3732
2609
2226
1445
3617
2854
90
2359
1217
383
2003
1671
982
3476
1472
2473
774
3404
2616
2424
2648
161
290
1069
901
1488
535
117
2765
27
1672
3702
3616
3595
1509
3065
2936
824
1122
2598
2345
494
304
973
3483
2178
3356
3478
3008
1579
2974
232
542
1425
2510
1869
2889
2539
3015
1024
2534
88
3124
2814
345
2658
1498
639
1449
2214
171
1756
3379
392
3636
2838
2567
1753
1213
2897
282
434
3526
1659
3433
1356
125
1079
3650
3190
3613
2168
1899
167
391
2938
2450
1860
1678
2110
1407
531
3128
1130
3795
1873
802
737
1960
2255
1226
2301
347
1837
1944
3147
3424
3707
647
1639
1270
782
927
2352
235
2419
975
3576
1626
2448
1286
2903
544
3747
1676
654
1233
2636
403
494
2943
3773
3194
280
100
294
370
647
3736
3556
1675
2558
3237
2281
2603
1881
2082
2168
3654
3170
647
298
2373
1590
3282
2011
3141
427
2909
1964
3457
829
3203
1457
352
13
856
2034
1444
792
3432
537
3157
1346
2662
2572
3357
3460
2259
1612
1448
2696
1125
2322
798
1057
1880
3004
1453
369
1997
394
2060
3240
2335
1050
341
2611
2000
3276
1542
3402
1445
2526
3677
3466
2078
2448
487
1965
1755
3786
2521
537
891
2650
2472
3150
1553
1918
2766
41
893
24
2958
2647
2153
2961
3243
1053
299
522
933
2355
1036
1026
2142
2908
2282
346
3564
3651
2821
3683
1747
123
2448
1086
2584
2828
887
3658
3424
3712
2375
2272
3680
1973
618
3158
3496
3627
3352
1560
961
1962
31
2495
3624
701
1718
1785
162
3319
2713
2479
362
1277
2099
2183
480
2268
1446
506
1119
2525
3691
3271
3197
1693
3414
40
1278
12
3419
2874
3447
643
280
184
1212
1275
1165
1558
1024
674
3500
1077
3116
2425
2565
3195
1643
435
1299
2966
1421
647
2578
737
613
351
3731
3018
2439
3052
111
1746
3793
3796
342
2072
1007
2097
3112
1748
3570
2865
1911
255
2993
2176
3433
2108
1834
2992
1405
3608
2213
2305
3508
1024
1607
3482
2692
1556
2661
1160
622
684
2103
3713
1082
2310
3704
239
2370
280
2007
3057
1933
1469
3442
3397
1615
1710
223
461
2760
2357
1840
1632
424
3221
3370
1176
3695
1896
2569
724
513
1808
291
760
2590
1421
360
1122
3665
1319
1133
1636
1444
3525
3676
3096
310
85
522
2704
1642
280
272
1019
33
963
1481
2925
2176
3146
1194
633
1323
1367
767
3802
449
568
990
2830
2557
592
2726
888
1088
1260
312
2587
3164
3060
1998
1447
970
48
1024
1880
561
60
70
3467
1175
2646
1291
1165
2542
1168
520
3528
1227
2550
2568
2963
2097
537
1032
3262
1147
790
950
355
1985
1696
1152
1680
2409
2139
3340
1699
3146
2168
652
2949
289
3147
487
267
3238
435
3704
155
2422
3754
3415
1702
1927
2641
3017
261
2102
2745
2267
3147
2691
874
1132
2124
3274
800
2576
2307
650
1246
2313
608
2466
74
3480
3664
963
1563
2051
1208
2940
722
1261
745
1129
2160
2075
240
2873
1567
3675
1316
3051
2610
2224
1848
494
2829
3702
3304
1895
755
2854
891
1477
2503
2967
1651
3034
2056
1424
1775
3315
218
2448
2271
988
2323
1080
1619
367
2288
1022
53
495
1866
3004
1024
3322
3272
2981
2336
3325
24
2335
3804
2594
2494
2603
895
3010
3686
2883
469
3656
559
1666
1650
224
693
2135
1635
2145
3367
2168
1564
2761
1145
533
1617
295
231
3230
3490
3314
508
2861
2091
1171
1884
181
1580
910
622
2012
3147
2799
524
1319
1122
3693
115
870
3628
3191
234
3344
2581
1024
3367
2164
2459
2499
1318
1906
3160
3083
1736
3575
1776
949
1337
3490
1018
1871
2341
1256
1865
3174
1166
1950
1571
2350
2972
2201
2973
1396
3464
2280
522
3027
3187
721
1778
633
590
412
3314
869
2934
1450
2098
1535
944
638
1878
209
390
3303
1868
615
2061
1345
2983
228
1514
2732
3583
3147
2946
3457
192
523
1094
786
2703
2948
1914
1386
680
2392
913
2019
769
3086
2933
3326
667
515
133
1750
1387
734
1862
2862
522
1920
670
81
330
2119
2879
2467
138
1401
2896
126
3061
2860
1230
511
2041
1170
3211
2768
1344
2959
494
3724
689
3474
1517
1688
1024
2564
2022
3671
411
625
1433
1345
2342
1249
2262
2354
2073
134
3125
2861
1530
3314
1134
3210
3466
3147
3400
3150
415
77
1364
2722
1810
1006
2275
1222
2211
1322
529
2639
227
3216
130
3766
846
2460
2727
1503
567
1948
1306
1730
1482
602
763
2358
1111
1577
2926
39
1539
138
695
2360
2504
287
2882
2221
5
2342
3023
1072
3266
3382
912
2013
2033
418
1675
1816
2971
1698
2584
1140
1830
1308
1415
595
2428
512
1122
2354
3252
204
791
1312
3162
2884
3310
2500
2293
1662
3644
1281
22
2959
103
2229
1362
1123
308
2074
3575
2260
3481
3542
3387
3529
2792
1104
3445
3349
1372
276
2583
2928
892
2055
1280
3161
867
2161
3409
3380
522
1012
2555
1540
3714
2081
2752
2995
2137
1219
947
3039
3114
1287
809
685
3769
1907
3020
1115
3431
138
1042
24
804
1809
3282
1353
170
1668
3227
2351
1180
3459
1027
481
3354
2839
2333
1417
468
54
3440
13
1373
2964
1631
3704
302
2606
2233
1519
682
2632
1605
1744
1118
1220
1647
3722
3396
3688
1688
3502
186
132
569
1858
1546
138
467
1797
2788
3106
3704
140
1061
1221
3575
2545
3697
1802
3753
501
2460
958
2423
1413
2448
1782
711
335
138
2460
3239
3804
1857
3166
3029
1024
113
107
143
3738
3572
2881
1198
1981
3763
3100
1751
204
1885
3584
237
1494
3145
2870
3291
2952
908
1295
2138
3476
2265
1189
3638
121
1656
2843
787
1245
2332
407
783
1549
3702
3085
2666
2804
3705
2248
76
2532
2100
3327
3079
3008
2032
1157
1037
0
819
2754
3022
623
379
2056
1711
1187
1016
3592
1005
382
573
2347
3702
1945
363
659
2299
2295
812
2711
3338
1352
1430
647
1429
357
2834
2315
2446
1225
984
3008
243
2134
73
1588
3549
1379
2472
588
3373
1097
1109
1801
2206
499
1679
1243
1798
2897
3807
2252
2931
191
2491
1528
1408
2056
1058
3247
3016
1824
258
607
1465
2191
1818
3123
2318
2702
3598
741
324
3078
705
1496
1188
1232
2609
614
3800
1450
2695
1958
2240
2753
328
3017
3351
1102
3538
1104
1765
3760
2172
1495
1598
1194
2845
325
301
26
1081
589
2556
2389
1531
1684
2586
2621
779
1329
2929
807
476
1323
2742
2815
3648
2124
367
1165
1686
651
2455
1357
599
2058
2900
1307
1052
2866
3635
1664
2520
2622
875
2112
1499
2294
2592
1266
404
1545
437
3583
3307
2505
471
2168
1421
1146
2028
2712
708
658
1513
747
1223
2363
2239
2789
2890
2376
2893
1335
3182
1024
1068
2400
1475
1101
2812
3719
2451
920
1536
2430
2002
3402
3308
49
2390
3290
594
3464
1024
1383
2426
19
647
701
1262
1165
1162
568
188
3503
277
574
3163
934
762
130
3418
1098
15
158
3028
1479
2919
307
3224
528
405
1319
2154
2236
537
2759
1846
2914
2478
3744
1901
2867
550
3152
956
806
1995
3381
1182
3568
2744
765
3742
2669
1314
859
1713
2674
1667
831
1748
2923
1193
1252
842
3049
1215
710
2004
3289
977
1106
2737
3620
2049
261
1000
271
3242
2085
694
1512
212
2087
883
2520
3602
396
1674
2343
309
3515
3126
846
393
683
3546
584
606
1900
2456
999
1008
2461
2747
2624
1476
2168
2780
1202
3433
2842
1974
3565
1067
1043
439
3044
1976
685
124
2659
2090
1675
1868
577
1783
2027
2281
3761
2498
1921
174
1599
1850
3314
3738
3090
1526
2285
2901
3089
2554
320
522
1320
795
3413
3121
1024
1681
205
3300
1735
3792
3518
3784
361
356
2764
2104
3337
2243
1475
3185
777
2274
340
3611
220
1462
848
1350
1338
2298
3316
2910
323
3567
1838
813
120
1713
3053
3101
2796
2682
957
2895
1023
1601
1143
486
1041
2435
2723
159
1279
2950
432
525
3607
3120
2052
255
938
184
3342
2149
2133
2807
218
3328
3653
537
2263
3441
2241
3710
784
2763
1247
2382
3165
909
3774
1721
3338
1845
995
3280
3787
2251
3213
2717
2050
1377
2231
3335
2385
2959
1258
1584
154
286
2092
332
747
2886
810
3513
1874
695
3517
474
3639
3138
1616
494
2631
632
2289
621
2687
3084
178
1239
2037
2324
1989
3759
1532
957
2412
2591
331
1972
843
66
2076
3781
1229
1267
1323
665
3623
1319
2065
3581
2246
2056
3205
98
693
943
1277
3433
1283
301
3149
465
3751
3350
2380
2278
1506
1315
3219
1835
103
1842
3614
3214
1867
3676
1439
1126
2585
3189
268
3026
3752
2168
1943
2625
2644
743
172
2549
2643
758
616
3532
3040
2024
2086
1932
322
2547
1400
974
2675
365
1697
691
960
1096
222
1395
2925
3448
3223
3014
2620
3321
50
2671
3215
194
492
1069
2308
3464
2716
689
426
1048
2143
2057
1122
1894
1296
868
3559
853
1541
2628
646
283
2205
398
2377
759
2756
2434
2561
2139
3775
967
3618
3313
1076
2326
1781
2632
3389
1787
2043
663
3450
3485
2026
195
1777
3511
2042
351
2883
3647
3737
1593
1264
2494
1641
1548
3721
10
2776
1507
1483
3649
1892
1112
3180
957
1551
1396
2524
2909
2668
