ID do canal,URL da imagem do banner,Título do URL do link 1,URL do link 1
UCE-BugMZLkNeJnisYxxMOWA,https://yt3.googleusercontent.com/ms1Io0IKMa-D3t4OMkfPJSnlNzXIGWs2GGivq9u9hnRriwdoPGK3-9rLJDK0HPHmnwLfB7rL,Instagram✨,https://www.instagram.com/sofiabonini._/





