ID do canal,Descrição do canal (Original),Título do canal (Original),Visibilidade do canal
UCE-BugMZLkNeJnisYxxMOWA,"Sonhadora em tempo integral💜✨
Aqui você acompanha minhas ideias, projetos, estudos e tudo o que me inspira a construir um futuro mais inteligente, humano e sustentável! Entre um protótipo e outro, compartilho também minha jornada rumo às universidades dos sonhos, como o MIT, e experiências da vida real de uma adolescente que pensa (e age) grande♻️💚📈
Bora nessa?",Origins404,Público





