ID do canal,Moderação automática do canal no chat ao vivo,Tipo de comentários permitidos padrão do vídeo,Público-alvo padrão do vídeo,Licença padrão do vídeo,Latitude do local padrão do vídeo,Longitude do local padrão do vídeo,Criar carimbo de data/hora da configuração padrão,Atualizar carimbo de data/hora da configuração padrão
UCDBnBJ2_rN3m97D1RNJju4Q,falso,Reter comentários possivelmente impróprios para análise,Não definido,Não definido,0,0,2019-09-06T02:44:36+00:00,2019-09-06T02:44:36+00:00





