ID do comentário,ID do canal,Carimbo de data/hora em que o comentário foi criado,Preço,ID do vídeo,Texto do comentário
UgxgoCa9cHsDtIu44vV4AaABAg,UC0hkw9AMjAfo0y78nTuRWfA,2025-05-02T21:37:37.341148+00:00,0,vd_651EWRyU,"{""text"":""Que lindo! Glória a Deus pela sua vida❤\u200d🩹""}"





