Código da playlist,Adicionar novos vídeos ao topo,Título da playlist (original),Idioma do título da playlist (original),Carimbo de data/hora da criação da playlist,Carimbo de data/hora da atualização da playlist,Ordem dos vídeos da playlist,Visibilidade da playlist
PL_e9Qn9J0FwS1xD_tUr4G2fm1L4kLTfk-,Verdadeiro,Watch later,en_US,2023-10-31T22:02:48+00:00,2023-10-31T22:02:48+00:00,Manual,Privado





