ID do canal,URL do canal,Título do canal
UCX68OES0EiFTMylVKFoszZg,http://www.youtube.com/channel/UCX68OES0EiFTMylVKFoszZg,Raulzeira Tv
UCX9JfKh6PcVuSZLSdtemOIQ,http://www.youtube.com/channel/UCX9JfKh6PcVuSZLSdtemOIQ,EpicGamersGroup
UCXGDo5vJ7jQ6kaaGSrOTXFw,http://www.youtube.com/channel/UCXGDo5vJ7jQ6kaaGSrOTXFw,Colégio Gibran
UCXPx8PbuicrWSs02hu8--uA,http://www.youtube.com/channel/UCXPx8PbuicrWSs02hu8--uA,Toalha Nerd BR
UCXZ-bUSVDTo-zhXuKXd0WsQ,http://www.youtube.com/channel/UCXZ-bUSVDTo-zhXuKXd0WsQ,Mateus Diniz
UCXbqccgn5h3tkVzjava_DIA,http://www.youtube.com/channel/UCXbqccgn5h3tkVzjava_DIA,Canal DVC
UCXhDFaOPG2zhiYm9eXuMKkA,http://www.youtube.com/channel/UCXhDFaOPG2zhiYm9eXuMKkA,MAIKI021
UCYCMK_puWK2V5AtdQNIOnhw,http://www.youtube.com/channel/UCYCMK_puWK2V5AtdQNIOnhw,Gabriel Monteiro
UCYCnGi1DXHvHlffFY7pEDmQ,http://www.youtube.com/channel/UCYCnGi1DXHvHlffFY7pEDmQ,Minguado
UCYK4l11zx3-dN1gNg1DMOIg,http://www.youtube.com/channel/UCYK4l11zx3-dN1gNg1DMOIg,Pokey
UCYq8gh46PLSxYRyrEL8BVxg,http://www.youtube.com/channel/UCYq8gh46PLSxYRyrEL8BVxg,Lucas MotoVlog
UCYtaoJSk9iIrFxx8eZB15ag,http://www.youtube.com/channel/UCYtaoJSk9iIrFxx8eZB15ag,Robin Hood Gamer
UCZ-uXTZGSN8lmp-nrXwz7-A,http://www.youtube.com/channel/UCZ-uXTZGSN8lmp-nrXwz7-A,Spook
UCZ1B11wWqFUVV6udanmqFJA,http://www.youtube.com/channel/UCZ1B11wWqFUVV6udanmqFJA,Elcio Coronato
UCZQPsy92dpejcCJfZDbp__Q,http://www.youtube.com/channel/UCZQPsy92dpejcCJfZDbp__Q,batinthesun
UCZShhGzxHVd1xgiBhDDpYYA,http://www.youtube.com/channel/UCZShhGzxHVd1xgiBhDDpYYA,Rádio Craque Neto
UCZdeBrO1HMUlgP1-tnE1Cxw,http://www.youtube.com/channel/UCZdeBrO1HMUlgP1-tnE1Cxw,SrPedro
UCZiYbVptd3PVPf4f6eR6UaQ,http://www.youtube.com/channel/UCZiYbVptd3PVPf4f6eR6UaQ,CazéTV
UCZyRmnLgkOBXFWN0FWfMkLQ,http://www.youtube.com/channel/UCZyRmnLgkOBXFWN0FWfMkLQ,Amin Wake
UC_kRDKYrUlrbtrSiyu5Tflg,http://www.youtube.com/channel/UC_kRDKYrUlrbtrSiyu5Tflg,Daft Punk
UC_pYks5or-sHyws7tkVylyA,http://www.youtube.com/channel/UC_pYks5or-sHyws7tkVylyA,OPEDRO
UC_qBTHL_IhNpg3_oA4kbCrw,http://www.youtube.com/channel/UC_qBTHL_IhNpg3_oA4kbCrw,Kafadar Oyuncu
UCaMYfhdKrlqqEpkynPvgVQw,http://www.youtube.com/channel/UCaMYfhdKrlqqEpkynPvgVQw,SirKazzio
UCaf4uhI8ItLyM_6kZ5I5Zdw,http://www.youtube.com/channel/UCaf4uhI8ItLyM_6kZ5I5Zdw,Paulistão
UCaqLTryO8w6MQwpkFRVS4ow,http://www.youtube.com/channel/UCaqLTryO8w6MQwpkFRVS4ow,Fortnite Brasil
UCb40meUp8tmOohWKaBWvs9w,http://www.youtube.com/channel/UCb40meUp8tmOohWKaBWvs9w,Notícias RedeTV
UCb9IHSlCimIE-1oiHo56XKw,http://www.youtube.com/channel/UCb9IHSlCimIE-1oiHo56XKw,Migueltuber Fofinhogamer
UCbAiIkPobUFy71zlmwVw3jw,http://www.youtube.com/channel/UCbAiIkPobUFy71zlmwVw3jw,Fatos Desconhecidos
UCbTVTephX30ZhQF5zwFppBg,http://www.youtube.com/channel/UCbTVTephX30ZhQF5zwFppBg,rezendeevil
UCbt4SegZBQLeXMTMvnrfZtw,http://www.youtube.com/channel/UCbt4SegZBQLeXMTMvnrfZtw,Gato Galactico
UCbxQQJrJbQ_J0UCYSRCWdLA,http://www.youtube.com/channel/UCbxQQJrJbQ_J0UCYSRCWdLA,Lane Esfeckm
UCcD9B1Yglg_secaX408n09g,http://www.youtube.com/channel/UCcD9B1Yglg_secaX408n09g,Emmanuel Davino
UCcFgREmujdPHvA7I_VOmgIA,http://www.youtube.com/channel/UCcFgREmujdPHvA7I_VOmgIA,Área Secreta
UCcQeJmGXpa_t03Zjrl8Aq4g,http://www.youtube.com/channel/UCcQeJmGXpa_t03Zjrl8Aq4g,IDEIAS INCRÍVEIS
UCcR4cyQyAF-guvk7Wm5Lbqg,http://www.youtube.com/channel/UCcR4cyQyAF-guvk7Wm5Lbqg,Caters Clips
UCcaE5gXaWqZfcdLkYTJvPDg,http://www.youtube.com/channel/UCcaE5gXaWqZfcdLkYTJvPDg,Canal das Curiosidades
UCcssy9sV4r8R5rcVY4ge8ig,http://www.youtube.com/channel/UCcssy9sV4r8R5rcVY4ge8ig,The Crusher
UCd4g7oX49jtbX7rN-wclkJg,http://www.youtube.com/channel/UCd4g7oX49jtbX7rN-wclkJg,Laércio Refundini
UCd7VVhgnd2eCv9JEghvR_1w,http://www.youtube.com/channel/UCd7VVhgnd2eCv9JEghvR_1w,RedeTV
UCdI-Qneg5LyEAZOjM0mzM8g,http://www.youtube.com/channel/UCdI-Qneg5LyEAZOjM0mzM8g,Mr Boney
UCdNtqpHlU1pCaVy2wlzxHKQ,http://www.youtube.com/channel/UCdNtqpHlU1pCaVy2wlzxHKQ,Canadian Space Agency
UCdPNVfdZVI9aXPPi4RqgoUw,http://www.youtube.com/channel/UCdPNVfdZVI9aXPPi4RqgoUw,Mundo mágico das histórias
UCdV6WRjIx3wYCEg4VmVT7KA,http://www.youtube.com/channel/UCdV6WRjIx3wYCEg4VmVT7KA,GabrielGF
UCdYqAQhd5UiDUf41rspLThA,http://www.youtube.com/channel/UCdYqAQhd5UiDUf41rspLThA,Senhor Leoncio
UCdmnOJ63TCe2AEdeFTYiweA,http://www.youtube.com/channel/UCdmnOJ63TCe2AEdeFTYiweA,Life To Love
UCdqa48M2135Fty9UaA0E-7w,http://www.youtube.com/channel/UCdqa48M2135Fty9UaA0E-7w,Raiam Reage
UCe6pKugTDyOPT1Md2DTybbQ,http://www.youtube.com/channel/UCe6pKugTDyOPT1Md2DTybbQ,7 Minutoz
UCeEl6ounfAex3hHMSUdBk_Q,http://www.youtube.com/channel/UCeEl6ounfAex3hHMSUdBk_Q,HERO Toniket
UCeIfd5LezG2S1gt95W6IXyg,http://www.youtube.com/channel/UCeIfd5LezG2S1gt95W6IXyg,Gonze Neles
UCeRtaM76P8zRlk6O8bLo4jQ,http://www.youtube.com/channel/UCeRtaM76P8zRlk6O8bLo4jQ,Primitive Survival
UCeTnTmBUvQkpMkzu8JXHzbQ,http://www.youtube.com/channel/UCeTnTmBUvQkpMkzu8JXHzbQ,Dearo e Manu Sem Pausa
UCevaIHgjRXaYX3S6uQY8rig,http://www.youtube.com/channel/UCevaIHgjRXaYX3S6uQY8rig,Nerd Land
UCezNd7s39fLmVz7JUB4KX4A,http://www.youtube.com/channel/UCezNd7s39fLmVz7JUB4KX4A,Biel Valadares
UCfDPkUx9mG3IHBxYuPqgqAQ,http://www.youtube.com/channel/UCfDPkUx9mG3IHBxYuPqgqAQ,Tauz
UCfICEyk9CIXHTmRRPGb2ygA,http://www.youtube.com/channel/UCfICEyk9CIXHTmRRPGb2ygA,CORTES Segunda Animada
UCfM3zsQsOnfWNUppiycmBuw,http://www.youtube.com/channel/UCfM3zsQsOnfWNUppiycmBuw,EminemMusic
UCfZqG7WeEeZBhd4J5kOpd1Q,http://www.youtube.com/channel/UCfZqG7WeEeZBhd4J5kOpd1Q,ALÔ FORTNÁTICOS
UCfbjV88l_WZpbUeRCS5-Nuw,http://www.youtube.com/channel/UCfbjV88l_WZpbUeRCS5-Nuw,Plsm FC
UCfk5MMR4k6ulPmvvzkGe5kg,http://www.youtube.com/channel/UCfk5MMR4k6ulPmvvzkGe5kg,Treta News
UCfqTbhALHYGLa20p2qXrdzw,http://www.youtube.com/channel/UCfqTbhALHYGLa20p2qXrdzw,Cherryrar
UCfsFtjxTa_A1ZFc9BKlD3Tg,http://www.youtube.com/channel/UCfsFtjxTa_A1ZFc9BKlD3Tg,Pedro Gois
UCg4y0neDAbTFqkcWQtBnWsA,http://www.youtube.com/channel/UCg4y0neDAbTFqkcWQtBnWsA,Craque Neto 10
UCgCKagVhzGnZcuP9bSMgMCg,http://www.youtube.com/channel/UCgCKagVhzGnZcuP9bSMgMCg,ge tv
UCgCQlMYN2XypwYC2wcR32bA,http://www.youtube.com/channel/UCgCQlMYN2XypwYC2wcR32bA,Troom Troom PT
UCgIo92VSfN3uiedIf5SeMTQ,http://www.youtube.com/channel/UCgIo92VSfN3uiedIf5SeMTQ,César-ELQ
UCgWBijjXkEmCv4p3lYJ9i-w,http://www.youtube.com/channel/UCgWBijjXkEmCv4p3lYJ9i-w,Patricio Carvalho
UCggidszp0bvtDTm2UK8kGuA,http://www.youtube.com/channel/UCggidszp0bvtDTm2UK8kGuA,MrL3O
UCgqlhTD0s122U6b6G2qA7oQ,http://www.youtube.com/channel/UCgqlhTD0s122U6b6G2qA7oQ,Crabs CG
UCgqvjxFsQ3wXODvfKKbABKA,http://www.youtube.com/channel/UCgqvjxFsQ3wXODvfKKbABKA,Sikera Junior
UCh8qpZhEwzejZ55cajXimqQ,http://www.youtube.com/channel/UCh8qpZhEwzejZ55cajXimqQ,Ana Maria Brogui
UChBOhHlkFhL_mtpCLdYkLtw,http://www.youtube.com/channel/UChBOhHlkFhL_mtpCLdYkLtw,Thiago Quatroque
UChMJkHCD2wdvSO7CMOuLR-w,http://www.youtube.com/channel/UChMJkHCD2wdvSO7CMOuLR-w,Renato Garcia
UChPa3fnlI3RKuzEbeEPKRFw,http://www.youtube.com/channel/UChPa3fnlI3RKuzEbeEPKRFw,Everson Zoio
UChXRU1noMzd2wAeSYojQLVw,http://www.youtube.com/channel/UChXRU1noMzd2wAeSYojQLVw,Rescue Animals
UChY2OD85F9uXfSjpBpxrS-w,http://www.youtube.com/channel/UChY2OD85F9uXfSjpBpxrS-w,alexztiba
UChYkldqKWymAKTsPku_tDfg,http://www.youtube.com/channel/UChYkldqKWymAKTsPku_tDfg,#Refúgio Mental
UChkdJX6SXllR8yotKcVMN-A,http://www.youtube.com/channel/UChkdJX6SXllR8yotKcVMN-A,Flavio Machado
UChttnzACXzTZDhH9KQ0VGbg,http://www.youtube.com/channel/UChttnzACXzTZDhH9KQ0VGbg,Flakes
UCi0aSU3x06FHJ2hUHgc0_Xw,http://www.youtube.com/channel/UCi0aSU3x06FHJ2hUHgc0_Xw,Djzoio
UCiIZY89KwQkxAW-4Le7U7zg,http://www.youtube.com/channel/UCiIZY89KwQkxAW-4Le7U7zg,viniccius13
UCiSF--FUahoKmfFgkjxdOAg,http://www.youtube.com/channel/UCiSF--FUahoKmfFgkjxdOAg,Jogador Número 1
UCintnZE5VgSsUhAypUil3NA,http://www.youtube.com/channel/UCintnZE5VgSsUhAypUil3NA,MEMES MIL GRAU
UCiy2lX8946Jg2mpz9xlIm-w,http://www.youtube.com/channel/UCiy2lX8946Jg2mpz9xlIm-w,KAMIKAZE
UCj0O6W8yDuLg3iraAXKgCrQ,http://www.youtube.com/channel/UCj0O6W8yDuLg3iraAXKgCrQ,Você Sabia?
UCjBO43ykxlSs3j7F7EXcBUQ,http://www.youtube.com/channel/UCjBO43ykxlSs3j7F7EXcBUQ,TazerCraft
UCjK4_pAG3v8g7x9iVw2Oydg,http://www.youtube.com/channel/UCjK4_pAG3v8g7x9iVw2Oydg,NATMOR
UCjlcZ5YIXlBTaob0BkS_gDg,http://www.youtube.com/channel/UCjlcZ5YIXlBTaob0BkS_gDg,Os Donos da Bola
UCk0iHVTR6JII61-bBMBuy5Q,http://www.youtube.com/channel/UCk0iHVTR6JII61-bBMBuy5Q,Primitive Wildlife.
UCkEpYJTswl2Wia5OxNOmVzA,http://www.youtube.com/channel/UCkEpYJTswl2Wia5OxNOmVzA,Sou Mochileiro
UCkFMA4vJ1UjqN1tykyTS7WQ,http://www.youtube.com/channel/UCkFMA4vJ1UjqN1tykyTS7WQ,Canal Intenso
UCkSTE90jOVbtJecJOJRoBdA,http://www.youtube.com/channel/UCkSTE90jOVbtJecJOJRoBdA,Kazzio GTA
UCl2XmwKt2sDFNYvyOd6B7JA,http://www.youtube.com/channel/UCl2XmwKt2sDFNYvyOd6B7JA,Tiago Taddeo
UClAzUzz9K_-2_djXnH6ntzw,http://www.youtube.com/channel/UClAzUzz9K_-2_djXnH6ntzw,AlanShinohara
UClG8odDC8TS6Zpqk9CGVQiQ,http://www.youtube.com/channel/UClG8odDC8TS6Zpqk9CGVQiQ,Fortnite
UCltmTYqOHriItyMXg8f0anQ,http://www.youtube.com/channel/UCltmTYqOHriItyMXg8f0anQ,BlackoutZ
UClv8l2Oix3LF4TbPO_qq4HA,http://www.youtube.com/channel/UClv8l2Oix3LF4TbPO_qq4HA,Dhar Mann Português
UCmA99957gzlQzDXdvoSZTnw,http://www.youtube.com/channel/UCmA99957gzlQzDXdvoSZTnw,Frontline
UCmF5w6pmvYfnMOqjQowgraA,http://www.youtube.com/channel/UCmF5w6pmvYfnMOqjQowgraA,Terrorizando
UCmHDMcx7JeZzGpCpRPV48pQ,http://www.youtube.com/channel/UCmHDMcx7JeZzGpCpRPV48pQ,Hero Base
UCmRdaswGApX-MXt2iC7vqnQ,http://www.youtube.com/channel/UCmRdaswGApX-MXt2iC7vqnQ,Technology Daily
UCmRmkEzL9BKCBzHB9CaysZw,http://www.youtube.com/channel/UCmRmkEzL9BKCBzHB9CaysZw,ReactParanaense
UCn1HUbAJqRKKWzEiA2hsAdQ,http://www.youtube.com/channel/UCn1HUbAJqRKKWzEiA2hsAdQ,Bem Humorado
UCn9Erjy00mpnWeLnRqhsA1g,http://www.youtube.com/channel/UCn9Erjy00mpnWeLnRqhsA1g,Ciência Todo Dia
UCn_brbCS3S2NJP5NueYAvyg,http://www.youtube.com/channel/UCn_brbCS3S2NJP5NueYAvyg,Nerd Show
UCo-SyplR7M1ZC1w0YhwMa8w,http://www.youtube.com/channel/UCo-SyplR7M1ZC1w0YhwMa8w,Goularte
UCo03K8jHrd_tuciZQdoNwJg,http://www.youtube.com/channel/UCo03K8jHrd_tuciZQdoNwJg,Fail Department
UCo3SoV1pJPQPJSDVKdurksA,http://www.youtube.com/channel/UCo3SoV1pJPQPJSDVKdurksA,Mamute Congelado
UCo8V1QtT76QyRYC6SNoaEsQ,http://www.youtube.com/channel/UCo8V1QtT76QyRYC6SNoaEsQ,BRUNO SEGUN.
UCo8j6CJ2iGGGR30NvQTTJTw,http://www.youtube.com/channel/UCo8j6CJ2iGGGR30NvQTTJTw,Ale10
UCoIrFSMG4kt0hNF6KBgga0w,http://www.youtube.com/channel/UCoIrFSMG4kt0hNF6KBgga0w,Dinah Moraes
UCoTIpyf8_RGzJ1LPTmvadaA,http://www.youtube.com/channel/UCoTIpyf8_RGzJ1LPTmvadaA,CENTRAL
UCoUM-UJ7rirJYP8CQ0EIaHA,http://www.youtube.com/channel/UCoUM-UJ7rirJYP8CQ0EIaHA,Bruno Mars
UCokZNCNy78DNA94OQfjaMRg,http://www.youtube.com/channel/UCokZNCNy78DNA94OQfjaMRg,PEDRO MAIA
UCoyH1b5H0j8RE9dHNWWegVw,http://www.youtube.com/channel/UCoyH1b5H0j8RE9dHNWWegVw,Noex
UCpZ886pfK3UWIK4ywgHEV6g,http://www.youtube.com/channel/UCpZ886pfK3UWIK4ywgHEV6g,Fyori
UCpd34D3qL-VZMz3TJUdnluw,http://www.youtube.com/channel/UCpd34D3qL-VZMz3TJUdnluw,Craftronix
UCphlPoUKlwm2B0v2DT2Oshw,http://www.youtube.com/channel/UCphlPoUKlwm2B0v2DT2Oshw,Ben Mendes TV
UCqRraVICLr0asn90cAvkIZQ,http://www.youtube.com/channel/UCqRraVICLr0asn90cAvkIZQ,Corinthians TV
UCqW-vzLizKCspvpMV782RLw,http://www.youtube.com/channel/UCqW-vzLizKCspvpMV782RLw,Zenon
UCqqHSfZrJKGvGAAVsFGBgmg,http://www.youtube.com/channel/UCqqHSfZrJKGvGAAVsFGBgmg,Renanzo
UCqtFRWpX1DcOn0q-KB322Nw,http://www.youtube.com/channel/UCqtFRWpX1DcOn0q-KB322Nw,HERO Brunão
UCr3rCE0qtOkHZ4JD8JcT3xw,http://www.youtube.com/channel/UCr3rCE0qtOkHZ4JD8JcT3xw,Doutor Fran
UCrCz0Ffd83Z_eJ57A2We-Lg,http://www.youtube.com/channel/UCrCz0Ffd83Z_eJ57A2We-Lg,Perfect Score
UCrTAWM09XE6zBUr_ZsArGzA,http://www.youtube.com/channel/UCrTAWM09XE6zBUr_ZsArGzA,Hugo Barcelar
UCrWvhVmt0Qac3HgsjQK62FQ,http://www.youtube.com/channel/UCrWvhVmt0Qac3HgsjQK62FQ,Curso em Vídeo
UCrbFq7GwrBZ9QctuPCO1FFA,http://www.youtube.com/channel/UCrbFq7GwrBZ9QctuPCO1FFA,FortFlix
UCrcBZDofBltcgGxphNia2tw,http://www.youtube.com/channel/UCrcBZDofBltcgGxphNia2tw,ProbIems
UCrpkeAWEbFXYoIWEgNx7yzw,http://www.youtube.com/channel/UCrpkeAWEbFXYoIWEgNx7yzw,É TIPO ISSO
UCs-6sCz2LJm1PrWQN4ErsPw,http://www.youtube.com/channel/UCs-6sCz2LJm1PrWQN4ErsPw,TNT Sports Brasil
UCsA2CMeDCn-u43T8x-_CxVg,http://www.youtube.com/channel/UCsA2CMeDCn-u43T8x-_CxVg,Respawn Games
UCsGrwC4h0hnDj3EE4KEAJ3w,http://www.youtube.com/channel/UCsGrwC4h0hnDj3EE4KEAJ3w,stephanie.
UCsO0lSoNYaJOnohwldccOqw,http://www.youtube.com/channel/UCsO0lSoNYaJOnohwldccOqw,Você Sabia GAMES
UCsaB2VrLZrtGbum6Eo0ClbA,http://www.youtube.com/channel/UCsaB2VrLZrtGbum6Eo0ClbA,Virgínia Fonseca
UCscrpPZwetvnBFHJi8mb_eA,http://www.youtube.com/channel/UCscrpPZwetvnBFHJi8mb_eA,Erick Boger
UCsuHTmaYOim2oHxjyEf4nAg,http://www.youtube.com/channel/UCsuHTmaYOim2oHxjyEf4nAg,NightExtreme
UCt63jLNXbAJggRq23boTHNQ,http://www.youtube.com/channel/UCt63jLNXbAJggRq23boTHNQ,Cathie Wood [LIVE]
UCtD4ZYxxrYZG6lCdqMirGkQ,http://www.youtube.com/channel/UCtD4ZYxxrYZG6lCdqMirGkQ,3Sskaters
UCtK0DuIH2dJTjYkhk6uzulA,http://www.youtube.com/channel/UCtK0DuIH2dJTjYkhk6uzulA,Segunda Animada
UCt_4wzTQqmcUvemNkeO0plA,http://www.youtube.com/channel/UCt_4wzTQqmcUvemNkeO0plA,Ei Nerd
UCtjGoeeemrRzYxUAGSXQb7g,http://www.youtube.com/channel/UCtjGoeeemrRzYxUAGSXQb7g,Não Adivinho 
UCtsrWh3DHjY6TfqiWqJ3mEg,http://www.youtube.com/channel/UCtsrWh3DHjY6TfqiWqJ3mEg,Lais Bianchessi
UCtxdfwb9wfkoGocVUAJ-Bmg,http://www.youtube.com/channel/UCtxdfwb9wfkoGocVUAJ-Bmg,Travis Scott
UCuBaPtRgkNaejDkd_Fej9nA,http://www.youtube.com/channel/UCuBaPtRgkNaejDkd_Fej9nA,Rick Bolzani
UCuHFfVSIUpNYWJW2pu-1_hQ,http://www.youtube.com/channel/UCuHFfVSIUpNYWJW2pu-1_hQ,Jun1orzin_
UCuRmg8G5z1aCmSo1Jg55ORQ,http://www.youtube.com/channel/UCuRmg8G5z1aCmSo1Jg55ORQ,Corre Berg
UCuvYFeXSZ2lEM5sVUv8yFRw,http://www.youtube.com/channel/UCuvYFeXSZ2lEM5sVUv8yFRw,Player2b
UCuxfOdbKQy0tgGXcm9sjHiw,http://www.youtube.com/channel/UCuxfOdbKQy0tgGXcm9sjHiw,Coisa de Nerd
UCv--CpH6gf3aeIUrqp0Hw4A,http://www.youtube.com/channel/UCv--CpH6gf3aeIUrqp0Hw4A,Universo DS
UCv7h4ceAtnDBudvgqTP10ig,http://www.youtube.com/channel/UCv7h4ceAtnDBudvgqTP10ig,Jody Cooper - Singer of Songs (Originals & Covers)
UCvGveV2hw0wwCIBGyANytJQ,http://www.youtube.com/channel/UCvGveV2hw0wwCIBGyANytJQ,Capitão Hunter CARTAS POKEMON
UCvI1tVbY8hPfGZu9F-3YwuQ,http://www.youtube.com/channel/UCvI1tVbY8hPfGZu9F-3YwuQ,Andrea Nacarelli
UCvVD9XEc1nsn77Hh5Pp5_hg,http://www.youtube.com/channel/UCvVD9XEc1nsn77Hh5Pp5_hg,Boix R Us
UCw-qbfmuiOMTCAxs8Lt1dKA,http://www.youtube.com/channel/UCw-qbfmuiOMTCAxs8Lt1dKA,Policial Americano
UCwRohIVTsUkC23qRZVBbS0g,http://www.youtube.com/channel/UCwRohIVTsUkC23qRZVBbS0g,PlataBush
UCwSxSJqGpSRpEsq5-YUbM8g,http://www.youtube.com/channel/UCwSxSJqGpSRpEsq5-YUbM8g,Professor Noslen
UCwa-clm7qNHU2cMNmgpWmFw,http://www.youtube.com/channel/UCwa-clm7qNHU2cMNmgpWmFw,Glitch King
UCwpyuvmJ_mOrebYbUPXtaBQ,http://www.youtube.com/channel/UCwpyuvmJ_mOrebYbUPXtaBQ,Meu Timão
UCx-FM1XLcIxfwqRsQkRVDVg,http://www.youtube.com/channel/UCx-FM1XLcIxfwqRsQkRVDVg,Viniccius13 (Shorts)
UCx2StD8gHd_-nRo5z1qcJ8g,http://www.youtube.com/channel/UCx2StD8gHd_-nRo5z1qcJ8g,Subnautica
UCx7DxJfYC4D3tMqwXeAPuVg,http://www.youtube.com/channel/UCx7DxJfYC4D3tMqwXeAPuVg,CloneDoClone
UCxI9vN6UbxmBt8VIvUKtJaA,http://www.youtube.com/channel/UCxI9vN6UbxmBt8VIvUKtJaA,Nikolas Ferreira
UCxL39p4mI_XIke1Pma4HgwA,http://www.youtube.com/channel/UCxL39p4mI_XIke1Pma4HgwA,tellfull
UCxPINMqZB13xJeveqDAnRjw,http://www.youtube.com/channel/UCxPINMqZB13xJeveqDAnRjw,Shin Art
UCxV-LjA9HnBf9IQeDVem38g,http://www.youtube.com/channel/UCxV-LjA9HnBf9IQeDVem38g,Load Game
UCxbwxZ7d0YOaJ4_cLp53nmg,http://www.youtube.com/channel/UCxbwxZ7d0YOaJ4_cLp53nmg,Derp
UCxc3marqP9BJSkQ0_K4mqDg,http://www.youtube.com/channel/UCxc3marqP9BJSkQ0_K4mqDg,SBT Sports
UCxeK-4RTcetwlYoTrkhtAdw,http://www.youtube.com/channel/UCxeK-4RTcetwlYoTrkhtAdw,Abud Sadek
UCxoMacohzH2P3rmISlhnuDQ,http://www.youtube.com/channel/UCxoMacohzH2P3rmISlhnuDQ,SoccerJM
UCxyk5VZ-BY-5rvIx1_Zx9wA,http://www.youtube.com/channel/UCxyk5VZ-BY-5rvIx1_Zx9wA,Isaac do VINE
UCy-pRSIMMBsp-AZlV4go3vw,http://www.youtube.com/channel/UCy-pRSIMMBsp-AZlV4go3vw,Pyong Lee
UCyDxq1X2OqwpMFoZ164jXOg,http://www.youtube.com/channel/UCyDxq1X2OqwpMFoZ164jXOg,Mantovani
UCyGteX4xK-ZO7u9GMB8gKfA,http://www.youtube.com/channel/UCyGteX4xK-ZO7u9GMB8gKfA,MagmaMusen
UCy_B3QVULbWHKkuHzi4t05w,http://www.youtube.com/channel/UCy_B3QVULbWHKkuHzi4t05w,Gerson Albuquerque
UCygpBTqUQif-J0gs45aJOkQ,http://www.youtube.com/channel/UCygpBTqUQif-J0gs45aJOkQ,O Boleiro
UCymPGqWZ_DEmznv3dH3zIcw,http://www.youtube.com/channel/UCymPGqWZ_DEmznv3dH3zIcw,Gamer Best BR
UCytk4O_wG47D_4Ogo8pkqIQ,http://www.youtube.com/channel/UCytk4O_wG47D_4Ogo8pkqIQ,Vagabbss
UCzHqTvNj25XBz2aD1rCEoKQ,http://www.youtube.com/channel/UCzHqTvNj25XBz2aD1rCEoKQ,Lucas Lira
UCzcmjh9-uKHzK_Vrk1C_RKw,http://www.youtube.com/channel/UCzcmjh9-uKHzK_Vrk1C_RKw,DinoSonso





